关键词,微博内容,微博地址
技术,#北京牙齿矫正##北京牙套#来自@北京牙套君之家 的案例分享牙齿排列复杂拥挤，这些问题会导致妹子们没有气质，无形之中也让妹子们很自卑，现在这位妹子做了矫正后，摇身一变整个人好看太多，成了笑起来很有少女感，颜值高任性的女孩！最近常问：#北京龅牙，北京牙齿拥挤，北京畸形，北京深覆合，北京牙齿稀疏，北京牙齿不对称哪家好？北京牙齿排列拥挤哪家好？哪个医生经验丰富？北京怀柔区牙齿矫正哪位医生技术审美强？#都可以问上面的博主 收起全文d,https://weibo.com/6422765644/JrN2d1Gxw?refer_flag=1001030103_
技术,蚂蚁金服打着帮助中小企业的名义，高利贷盘剥了那些社会底层的人，根本不是普惠金融，如果利率比银低才能算是普惠金融。单纯从技术上说，蚂蚁金服背后隐藏了巨大的监管漏洞和风险，只是现在经济好，等哪天系统风险发生一次，监管漏洞被补上了，大家才会认识真正的蚂蚁金服。所谓金融科技，不过是给放高利贷披上一层华丽的外衣，而必然出现的经济周期波动，就是撕掉皇帝新装的小孩。平均15%的贷款利率的资产，在系统风险面前是不堪一击的（因为只有信用水平最差的人才会用如此高的利率去借钱，而这个群体在系统性风险前面几乎没有什么抵抗能力）。为什么那么多信托和p2p爆雷，根本原因是利率太高了，超出了任何社会无风险利率的水平，均值回归的规律就会要求他们必须爆雷，不然全世界的钱都被他们赚去了。金融科技不是科技，而是金融，蚂蚁金服为了圈更多钱，要求券商研究员必须是科技行业研究员覆盖，而不接受金融研究员覆盖，目的就是给高估值，会不会是第二个中芯国际套死很多人呢？大家拭目以待吧！ 2深圳·绿景蓝湾半岛 收起全文d,https://weibo.com/3050470331/JrN20yzyk?refer_flag=1001030103_
技术,昨天看人家修车 拆油泵出来检查换个零件 两个小时就轻松能赚人民币600块 我感觉我还不如去学汽修呢 学管理到底有个啥用啊 技术才是王道 回国蓝翔走起😃,https://weibo.com/5579166594/JrN1WsBPd?refer_flag=1001030103_
技术,镜头感不错，被拍可以，但是主动拍景的技术确实太需要提高。终于半小时之内召集3位同志，陪我度过无处安放的秋日时光，还有一大波照片在路上～,https://weibo.com/2470093180/JrN1W8O8k?refer_flag=1001030103_
技术,觉得自己技术更上一层楼🎃,https://weibo.com/2709036623/JrN1W7HdM?refer_flag=1001030103_
技术,如今的电影，在技术、服化道、视觉效果等硬件方面确实有了很大进步，在人物刻画上也比老电影要更多元了一些。但是如果要拍人民军队的战争片，文戏部分就不得不向老电影学习。尽管《上甘岭》有不少问题，但看过《上甘岭》，才能知道最可爱的人是什么样子。之前手机壁纸用的是某男团，本来是单纯喜欢他们的舞台，最近越看越不顺眼，索性换了壁纸，看着就舒服多了。 收起全文d,https://weibo.com/7214527240/JrN1MmzWm?refer_flag=1001030103_
技术,#苏文谦假扮入殓师#《瞄准》苏文谦可真重情重义，不过这妆真实的让我出戏，那个年代有这技术吗？ L剧综指南的微博视频,https://weibo.com/2685474254/JrN1xDgnJ?refer_flag=1001030103_
技术,#游泳#【自由泳】自由泳呼吸详细教程来啦，纠错练习！值得学习！赶紧改正才能提高技术呀～ L长腮的游泳者的微博视频,https://weibo.com/6063043159/JrN1pDqeP?refer_flag=1001030103_
监测,【两部门：#全国石窟寺景区将严控游客数量#】国家文物局、文旅部日前发布通知，要求加强石窟寺等文物开放管理，石窟寺景区要严格控制游客数量，合理测算、从严设定游客承载量。采取网络预约、电子票务、错峰参观、限时限流、定制服务、实时监测、预警上报等方式，调节控制游客量。O网页链接,https://weibo.com/2803301701/Jrpj1BVPy?refer_flag=1001030103_
监测,相信朋友们对华为Mate系列手机的保时捷设计印象深刻，这一次除了手机，我们还推出了#华为WatchGT#2 保时捷设计款智能手表。它首次支持全天候的自动血氧饱和度监测，无需操作就能呵护健康，更智能更省心。设计上，采用了精密陶瓷和钛金属等高端材质。这款手表凝聚了我们和保时捷设计对智能手表未来设计方向的共同探索，希望大家喜欢。L华为终端官方微博的微博视频 收起全文d,https://weibo.com/1100856704/JrCoHqG71?refer_flag=1001030103_
监测,#鞠婧祎如意芳霏# 播出第二周第二天数据一览～各平台监测剧的各项指数排名第一，鞠婧祎凭借《如意芳霏》中傅容一角圈粉无数，角色极具话题讨论度登上微博周指数榜第一。爱奇艺站内热度在第11、12集鞠婧祎出场戏份最多时达到最高！数据能说明鞠婧祎才更吸引观众吧！,https://weibo.com/2766575417/JrzMnu5K7?refer_flag=1001030103_
监测,【#16头野象组团进入云南普洱#，糟蹋庄稼闯进民房】连日来，16头亚洲象组团频繁在云南普洱景谷和宁洱一带活动，白天吃玉米，夜间还闯民房。经初步判断，此象群是原生活在西双版纳景洪野象谷的“断鼻家族”象群，今年7月曾在思茅造成1人死亡。当地已采取监测预警。L一手Video的秒拍视频,https://weibo.com/5943595658/JrN1s3KGj?refer_flag=1001030103_
监测,#秦岭主脊牛背梁首次监测到川金丝猴#【惊喜！#陕西牛背梁首次监测到野生川金丝猴#】,https://weibo.com/3957771082/JrN1qdZ66?refer_flag=1001030103_
监测,【#陕西牛背梁首次监测到川金丝猴#】前不久，#陕西#牛背梁国家级自然保护区红外相机首次监测到川金丝猴。拍摄影像显示，这只川金丝猴体态强壮，毛发黄亮，走起路来潇洒威风。 据了解，川金丝猴在野外生活在植被环境很原始的森林，是衡量森林健康的旗舰物种。#动物世界#@陕视新闻,https://weibo.com/1904386234/JrN0mzGoq?refer_flag=1001030103_
监测,【振兴发展】辽宁：三等以上尾矿库将全部接入在线监测系统 O【振兴发展】辽宁：三等以上尾矿库将全部接入在线监测系统,https://weibo.com/5692733086/JrMY7spYG?refer_flag=1001030103_
监测,前段时间体检，有些小毛病，周先生又带我去复查，无大碍，但也要开始关心自己的身体了。周先生默默买了个血压计，让我在家监测血压，说防患于未然。家里有个操心的，我就是一个懒惰的甩手掌柜，周先生是我家绝对的主心骨，我家的精神、物质支柱。,https://weibo.com/2708208254/JrMY2oRoh?refer_flag=1001030103_
监测,【10月31日至11月1日京津冀及周边地区污染过程及沙尘影响】 根据最新大气环境监测数据及预测预报结果显示，受较强西北冷空气过境影响，源于蒙古国中东的沙尘于30日夜间及31日影响我国华北和东北地区，11月1日向华东地区移动，并在传输过程中逐渐沉降减弱。 O10月31日至11月1日京津冀及周边地区污染过程及沙尘影响,https://weibo.com/6059162597/JrLcxsZrj?refer_flag=1001030103_
监测,刚才上我非常喜欢的一个睡眠监测的软件的官网，发现它的下载入口除了常见的iOS和Android以外，还有一个HUAWEI App Gallery。我用华为手机点击了一下，只适用于海外的华为帐号登录。不过还是没想到的是，原来在海外，App Gallery已经这样悄然成为第三个应用下载入口了。,https://weibo.com/7053136699/JrLwUFv1b?refer_flag=1001030103_
监测,大雾橙色预警信号：预计31日23时至1日8时，本溪县将出现能见度小于200米的浓雾天气，请注意防范。辽宁省气象灾害监测预警中心2020年10月31日22时57分发布,https://weibo.com/1948750172/JrMUkzB6Y?refer_flag=1001030103_
监测,考完啦！考完啦！我要飞～我要飞～哈哈哈哈哈哈哈哈哈今早虽然下雨了，但晚上跟友友们吃了火锅(开校第一次出门居然是考教资)回来的时候看见校门口监测的小哥哥还怪好看的，还有好看的月亮，天呢 词穷到只能用好看来形容一切了，哈哈哈哈哈哈哈哈哈喜悦～,https://weibo.com/6309679075/JrMUkvcaA?refer_flag=1001030103_
监测,10/30，Regeneron表示，根据独立数据监测委员会（IDMC）对其REGN-COV2抗体治疗COVID-19试验的建议，该公司将暂停招募需要高流量氧气或机械通气的住院患者。根据Regeneron的说法，该建议是基于 "目前潜在的安全信号和不利的风险/收益情况"，在收集和分析已入组患者的进一步数据之前，该暂停将继续实施。然而，Regeneron指出，IDMC建议继续招募不需要给氧或需要低流量氧的住院患者，因为这些队列的风险/收益情况 "仍然可以接受"。该委员会还表示，REGN-COV2的门诊患者试验可以继续进行，无需修改。在最近对COVID-19门诊环境下的一项II/III期研究分析中，REGN-COV2被发现可以显著降低病毒载量和患者就医次数。FDA目前正在审查低剂量REGN-COV2的紧急使用授权申请，REGN-COV2由REGN10933和REGN10987组成，适用于轻度至中度COVID-19，具有不良结果高风险的成年患者。Regeneron公司表示，已经将这一搁置通知了FDA，同时也与英国RECOVERY试验监测的独立委员会分享了这一建议，RECOVERY试验正在住院患者中评估REGN-COV2。这标志着COVID-19抗体疗法最近第二次受挫。10月初，美国国家过敏和传染病研究所的科学家表示，ACTIV-3研究中因COVID-19住院的成人将不再接受礼来（Lilly）的bamlanivimab（又称LY-CoV555），因为该试验的独立监测委员会提出，该单克隆抗体不太可能在该人群中具有临床价值。Bamlanivimab也正在接受FDA的审查，用于高风险患者的紧急使用，而礼来最近签署了一份价值3.75亿美元的合同，向美国政府提供30万瓶该治疗药物。该制药商还从美国陆军那里获得了一份价值3.125亿美元的合同，以提供bamlanivimab。O网页链接 收起全文d,https://weibo.com/1147730247/JrMSFpSSk?refer_flag=1001030103_
监测,手搓一个分布式大气监测系统（二）架构介绍及案例解析，为了跟踪小区级的微环境质量，腾讯内部发起了一个实验性项目：细粒度的分布式大气监测。 O网页链接,https://weibo.com/1666228555/JrMLPCkrW?refer_flag=1001030103_
监测,#熊猫手信#我是今日第1167位红外相机照片兑换者，守护者们累计兑够5万张就能募集到1台红外相机，用于大熊猫等野生动物的科学监测，戳链接加入#熊猫守护者#一起助力公益。 O熊猫守护者,https://weibo.com/6187869482/JrMKu2hjP?refer_flag=1001030103_
监测,[天气实况]海淀，气温：8℃，风况：西南风0级，相对湿度：49%；北京，AQI指数：56，PM2.5浓度：24μg/m3，PM10浓度：61μg/m3，空气质量等级：良，首要污染物：PM10；数据来源：Etouch.cn(22:16)，中国环境监测总站(10:00)。 O网页链接,https://weibo.com/1470409103/JrMIVoyY1?refer_flag=1001030103_
监测,【德国在三个州确认多起禽流感病例】德国农业部表示，确认德国Mecklenburg-Western Pomerania、Schleswig-Holstein、以及Hamburg这三个州出现（多起）禽流感病例，呼吁加强对禽类养殖场的监控。目前仅仅监测到个例。在联邦动物健康研究所（FRIAH）已于10月份将德国爆发禽流感的风险定在高级别，称存在鸟类跨境迁移传播病毒的可能。 收起全文d,https://weibo.com/2772291221/JrLH9u9Mr?refer_flag=1001030103_
监测,【生态环境部公布11月上半月全国空气质量预报会商结果】2020年10月30日，中国环境监测总站联合中央气象台、国家大气污染防治攻关联合中心、东北、华南、西南、西北、长三角区域空气质量预测预报中心和北京市生态环境监测中心，开展11月上半月（11月1日-15日）全国空气质量预报会商。11月上半月，受多股冷空气影响，全国大部空气质量相对较好，总体以良至轻度污染为主，首要污染物主要为颗粒物。 O生态环境部公布11月上半月全国空气质量预报会商结果 收起全文d,https://weibo.com/6059162597/JrKvRmhCV?refer_flag=1001030103_
监测,【霾和沙尘】今晚监测看，北京空气在向好的方向发展，天津唐山一带有所转差，沙尘污染导致，PM10明显高于PM2.5（图2-3）。而辽宁一带主要是霾影响，PM2.5虽然略低于PM10，但贡献的AQI值更高。今晚到明天随着冷空气继续东移南下，天津一带的沙尘向南输送，东北一带的霾向东北方向传输。明天白天东北华北总体应该不错，黄淮可能吃到一些轻微浮尘。 收起全文d,https://weibo.com/1920136013/JrMaNmlDV?refer_flag=1001030103_
监测,主力数据复盘：火币主力阶梯式开多近1亿美元：AICoin PRO版K线主力数据监测到：10月28日晚间至今，火币主力阶梯式开多合计近 1 亿美元。10月28日21:45-22:15，在冲高回落中成交了 3 笔，共计 3228 万美元大额买单，买入均价 13229 美元；10月29日20:00-20:15，在第二次探底中成交了3笔，共计 2276 万美元大额委托买单，买入均价 13209 美元；10月30日13:30-21:30，在拉升回落中成交了38笔，共计 3756 万美元大额委托买单，买入均价 13510 美元；10月31日11:00-11:15，在拉升回落中成交了2笔，共计 652.92 万美元大额委托买单，买入均价 13705 美元。该合约价格今天持续拉升至最高14457美元，主力最高获利超过 9.4%。(itvke.com)#区块链# #比特币# 收起全文d,https://weibo.com/1960660265/JrMABa3JE?refer_flag=1001030103_
监测,#2020Q3我国5G手机款型数占比已超一半#中国信通院发布国内手机产品通信特性与技术能力监测报告（2020年第三期）。报告显示，2020年第三季度，我国手机市场继续由4G向5G过渡，5G手机产品款型数占比已超一半。4G手机频率特征变化不大.,https://weibo.com/5447148078/JrKknvMuB?refer_flag=1001030103_
监测,#贴心提示#【扩散提醒！#注销校园贷2类诈骗手法#，小心别上当！】近期，全国多地出现“注销校园贷”新骗局，不少在校及刚毕业学生“中招”，被骗金额少则几千，多则几十万。今年上半年，监测到涉及“注销校园贷”骗局接近9.3万条。近日，#中消协提示警惕注销校园贷骗局#，详戳↓↓  @人民日报,https://weibo.com/5165814474/JrMypBwla?refer_flag=1001030103_
精度,【华为与高德地图、千寻位置合作首发推出亚米级车道导航，这精度牛逼！】业内首家车道级导航，能高精度还原真实道路场景，提供更精细的车道级动作指引，目前已经实现深圳的导航，未来也会推广到北京，上海等地。再也不担心走错路了。 L互联网的一些事的微博视频,https://weibo.com/1577794853/JrHtpBW5e?refer_flag=1001030103_
精度,【精准！#北斗定位2.0版精度提高到1.2米#】近日，在北斗卫星导航系统高峰论坛上，中国信息通信研究院发布了北斗高精度定位服务平台。平台基于北斗2号、北斗3号全球卫星导航系统，能够实现秒级定位，定位精度提高到1.2米，这也意味着高精度车道级定位服务得以实现，普通人通过手机就可以免费使用。（央视军事）L央视军事的微博视频 收起全文d,https://weibo.com/1974576991/JpXL37mcd?refer_flag=1001030103_
精度,和L谈起快乐与悲伤：“为什么快乐总是模糊不清，而悲伤却可以缩成一点打到身上呢，甚至，悲伤有自己的精度？” “悲伤也是一种郁结，而快乐像一种氛围，是弥漫的。” ——偷听小朋友背诗：“锦城丝管日纷纷，半入江风半入云。” 忽然明白快乐像一种音乐，被形容为“明亮的空气”的音乐，不属于地面，半入江风半入云。 收起全文d,https://weibo.com/1602089347/JrCD5dlN9?refer_flag=1001030103_
精度,考完就画了实在是腰疼 拉不高精度 所以尝试了别的画法言归正传——@TWO草1 生日快乐,https://weibo.com/6323373277/JrMTn7McQ?refer_flag=1001030103_
精度,4k黑白机,1.5曝光，240光强，701树脂，这个精度感觉是自己调机器的极限了，问题就是这底层底层曝光与非底层曝光中间部分翘边，不知啥情况，想问问大佬们有啥解决方法么@红莲法师 @时宫青空 @起点镇的新手玩家丶 @先知Trall @长沙理工大学模型协会,https://weibo.com/6478996055/JrMRYgkUu?refer_flag=1001030103_
精度,【投稿】王梅！投个俺的源氏青铜500强级别的cosplay！还原纯正配音，装备高精度武器！俺，即是天龙！！！！！ L·说给守望先锋·的微博视频,https://weibo.com/6057875099/JrMxSc2Sq?refer_flag=1001030103_
精度,抗美援朝对参战的鹰酱和兔酱影响深远。白天找不到人打、晚上被人追着打的鹰酱自此患上了「夜视不足恐惧症」，而见识了什么叫火力覆盖什么叫火力倾泻什么叫范弗利特弹药量的兔酱则患上了严重的「火力不足恐惧症」。于是在以后各自的道路上，鹰酱疯狂地研发夜视设备、推陈出新，不断的在打击精度上下功夫。兔酱则在追求火力的路上越走越远，甚至有点到了丧心病狂的地步，据说现在一个步兵班的火力配置可以不输印度一个营，还首创了狙击榴这种，师旅一级的火力配置则是西方的三倍。想起了之前在哪儿看到过的一个段子：假设兔酱和鹰酱目前的炮弹精度都是20米，10年后：鹰酱：报告！我们的炮弹精度达到了10米兔酱：报告！我们的杀伤半径提高到了35米……鹰酱和兔酱，彼此都活成了自己曾经最讨厌的样子 收起全文d,https://weibo.com/6593383716/JrKBqxCKl?refer_flag=1001030103_
精度,希望下一岁能喝酒精度超过6的🍻！,https://weibo.com/5043779482/JrMt8cjep?refer_flag=1001030103_
精度,#转发抽奖# #古埃及#我又来推荐金寿福教授所著的2020新修版《古埃及亡灵书》了。因为我看见这本书参与了当当的双十一“满100-50”的活动O网页链接 几乎相当于半价。这本书像我之前说过的那样，无论是排版还是印刷精度都比几年前的旧版提升到了一个high level眼看双十一就要到了，还是老规矩吧，下周六（11·7号）从【转发这条微博，关注我和@商务印书馆涵芬楼文化 】 的读者中，抽取【三名被众神眷顾的人】，每人获赠【一本金寿福教授译注的新版《古埃及亡灵书》】上次没能抽中的朋友可以再来试试自己是不是终于被众神眷顾 收起全文d,https://weibo.com/2130002003/JrKRbrrE7?refer_flag=1001030103_
精度,#外军影像# 阿塞拜疆无人机对亚美尼亚的“龙卷风”火箭炮发起精确打击。#亚美尼亚与阿塞拜疆爆发军事冲突# 在画面中，一具“龙卷风”火箭炮完成打击后，发射车将炮管收起准备撤离，这时一枚导弹以极高的精度命中了这辆发射车，将其摧毁。,https://weibo.com/2935568055/JrHwJw7xE?refer_flag=1001030103_
精度,老板：机械随便搞搞，不要求精度，能动起来没安全隐患就行，误差交给软件来解决解决你MLGB,https://weibo.com/5641950357/JrMj0i92N?refer_flag=1001030103_
精度,#新闻看点# 手机也能使用车道级导航了！10月30日，华为举行新一代旗舰新品HUAWEI Mate 40系列手机发布盛典，并在智能手机的导航应用中提供高精度定位能力。高德地图应用基于自身高精地图数据以及华为L... O高德地图率先上线车道级导航 华为Mate 40用户可尝鲜体验,https://weibo.com/5508496847/JrMdhoWVh?refer_flag=1001030103_
精度,今天很开心，和@华为手机 一起发布了个酷科技——业内首家车道级导航，能高精度还原真实道路场景，提供更精细的车道级动作指引，再也不担心走错路了。给程序猿小哥哥们点赞！ @华为终端云服务 #华为发布会# L高德地图的微博视频,https://weibo.com/1661169385/JrBIQEhKe?refer_flag=1001030103_
精度,【精准！#北斗定位2.0版精度提高到1.2米#】近日，在北斗卫星导航系统高峰论坛上，中国信息通信研究院发布了北斗高精度定位服务平台。平台基于北斗2号、北斗3号全球卫星导航系统，能够实现秒级定位，定位精度提高到1.2米，这也意味着高精度车道级定位服务得以实现，普通人通过手机就可以免费使用。 L无线淮安官方微博的微博视频 收起全文d,https://weibo.com/2624314250/JrLRwrrLx?refer_flag=1001030103_
精度,好想吐槽主题店每次都一柄多用…………这次柄翻车好厉害，不同产品需求精度不同不要一柄到底啊球球了说白了周边部现在也就是钱多一点的同人水平，同人还知道定价合理一物一柄呢？！顺便看见新上的俩盲盒再想想还在拼着不知道能不能成团的另外俩，我 杀 周 边 部🔪🔪🔪,https://weibo.com/3381180202/JrLQKBlFN?refer_flag=1001030103_
精度,不想喝酒精度高的就别点今夜不回家，喝长岛冰茶就别不要冰，人和人沟通为什么这么费劲？,https://weibo.com/2371506744/JrLI8h1xr?refer_flag=1001030103_
精度,2020年，前所未有的将11年来，自 5个不同的国家，72张摄影作品挑选为云帆2021年如有画册；街拍、人像，面对的是每一位摄影爱好者，张张面孔穿越地理与文化的障碍，展现出来是从容而真诚的人性。大幅超高精度印刷的照片让读者饱览中国城市的热闹街景、观看越南巷子里的多彩市集；非洲原住民的日常生活；印度尼西亚65岁画家同30岁自画像同框；中国的众生相；孟加拉国......每一幅照片都是奔向这些个迷人国家的最好方式。Rinfan©️ 收起全文d,https://weibo.com/1841700115/JrLDODqqH?refer_flag=1001030103_
精度,#中国航天人20年研制出星敏感器#】#天问一号太空飞行如何定位导航#靠的是国产星敏感器。上世纪70年代，各国开始研制恒星敏感器。为了不落在别人后面、提高我国卫星姿态测量精度，中国航天人也踏上研究之路。2000年9月1日，首次搭载我国国产第一代星敏感器的卫星成功发射。20年奋斗，致敬航天人！,https://weibo.com/5332174166/JrLD8kUML?refer_flag=1001030103_
精度,【中沙首次合作地球化学勘查 中国节能贡献力量】近日，中国地质调查局、中国节能所属中国地质矿业有限公司与沙特地质调查局地球化学勘查合作举行在线授标仪式。中国地调局与中国地矿组成的联合体在激烈竞争中脱颖而出，成功中标“沙特阿拉伯地盾水系沉积物及重砂样品高精度地球化学勘查”项目。这是迄今为止我国首次通过国际竞标获得的最大规模地质调查国际项目。该项目是中国地矿与中国地调局开展深度合作，探索创新发展模式的重要成果，进一步丰富了中沙“一带一路”共建合作的新内涵，对于推进地质调查国际化发展具有里程碑意义。 收起全文d,https://weibo.com/2752396553/JrKBlsUxb?refer_flag=1001030103_
精度,kaoru想该怎么办呢，自己去问，koga也一副青春期男孩子的态度不肯老实说。问阿多能不能去问问阿多：……（用手势回答）rei：他在说『虽然对我来说很难，但会委婉地去问一下，会努力的』kaoru：rei君的翻译無駄に精度很高呢rei笑笑说因为读心术是他们三奇人的基本技能♪ 什么都能做到的wtr自然不用说，knt应该也能办到同样的事情哦？ 因为他们爱着人类，所以只要注视抱有兴趣的人，自然也就能够读取对方心中在想什么了kaoru想了想觉得确实，knt君也是这样，可能也有就算自己什么都不说就察觉到什么的时候。也有推测太多抢先太多所以做了像是会让人觉得『突然怎么了！？』的奇行然后阿多吃完了，说以前自己也被人说过不知道在想什么，但skm前辈准确的察觉到了自己想说什么并翻译了出来，对亏了这点，自己也还挺自然地融入了这个国家的『环境』之中阿多：一直感谢着。谢谢你，skm前辈rei：没什么。尽管如此，若不是adonis君鼓起勇气想要试着去前进，那不管吾辈消除掉多少小石子也没法前进吧。而且就像这次的koga这样，如果封锁起内心的话，就没法推测内部是怎样的。不管道路整顿成什么样子，就算视界清晰了，只要不被邀请就没法进入。尽管如此也想硬是闯入进去，想要获得什么的话，吾等难免会被指责为『强盗』吧kaoru：虽然打这个比方会是这样，但也有『在房中孤独死』的可能性吧。这场情况下，就算踹破门扉也要闯进去，这才是同伴吧？ 收起全文d,https://weibo.com/2387235044/JrKuMydLK?refer_flag=1001030103_
精度,中海达 sz300177 在互动平台表示，公司正在为包括通信运营商、电力电网等领域的客户提供高精度卫星定位基准站（或北斗地基增强系统）等时空基础设施的建设。此外，在自#自动驾驶# 方面，公司作为高精度厂商，与部分整车厂和方案商就车辆自动驾驶/辅助驾驶等相关业务作了持续交流并逐步推动产品研发、示范项目等方面的合作。新技术、新领域不排除会面临市场与技术开发不及预期的风险。 收起全文d,https://weibo.com/2941803627/JrLa6bDYS?refer_flag=1001030103_
