关键词,微博内容,微博地址
细胞,#教资#我本人 裸考高中生物教资 除了科二对完答案基本没啥差错150如果改得松差不多能有125+的水平 科一科三什么鬼 尤其科一简直偏难怪 科三考了一大堆必修三的东西重点光和呼吸有丝减数细胞器免疫啥也没考 怀疑出题人水平.....不过反正也是考着玩高中的 毕竟我有初中的证,https://weibo.com/5286538696/JrN1ddRUS?refer_flag=1001030103_
细胞,考研一笑而过 晚安作业，对手眼中的自己。我尽然没写满啊，我看了一下，我第一段描述图画的内容可能少了，但好像又不少哎。二段举例子，真的只能写那么多了，再多脑细胞都不够啊呀。我也不知道为啥还能空两行。恳请大家帮我看看，谢谢各位宝贝！@周思成,https://weibo.com/3278908461/JrN19CLIH?refer_flag=1001030103_
细胞,好文艺的，我妹,https://weibo.com/1662766362/JrMUNfw7B?refer_flag=1001030103_
细胞,今天考试消耗了能量晚上补充一下脑细胞 2阜阳,https://weibo.com/1760068537/JrN0b6CiU?refer_flag=1001030103_
细胞,摸鱼滑铲！总之万圣节快乐！灵感是奇米宝宝！#细胞神曲#,https://weibo.com/5679790194/JrN07f1li?refer_flag=1001030103_
细胞,#爱豆v力量# 🍓#遇见美好#努力用每个细胞记住你的名字 就好像 你生长在我的身体里郑乃馨@硬糖少女303-郑乃馨,https://weibo.com/6161742211/JrMZL7xNv?refer_flag=1001030103_
细胞,累炸了，第一次写通讯稿感觉把脑细胞给写没了，我的妈耶，我不行咯，哭了哭了，只有半个小时逛淘宝了,https://weibo.com/5090015956/JrMZJ0bGT?refer_flag=1001030103_
细胞,这舞步，多有律动感，多流畅。小马虽然只会跳奶奶哼的一支歌，但是其他傻猫是一点舞蹈细胞都没有。所以，马歇尔是实打实的泰加舞王、草原艺术家！,https://weibo.com/6226051139/JrMZqFJ1I?refer_flag=1001030103_
细胞,feh除了那种教学技巧挑战关我看视频攻略，能自由发挥的我都是自力更生（就是很伤脑细胞，尤其是我又没有重氪，0满破的角色）,https://weibo.com/7079637917/JrMZgmrRs?refer_flag=1001030103_
细胞,💙老公说不管怎样 要吃顿好的纪念我此生可能是仅有一次机会的考试感觉没戏没戏喇～这一天脑细胞感觉几乎耗尽了,https://weibo.com/3255385953/JrMYS7DCO?refer_flag=1001030103_
细胞,今天是身心俱惫，脑细胞已消耗完~再见教资人！首先奖励自己先放松几天💤 2汕头·汕头职业技术学院本部,https://weibo.com/5627081528/JrMYPu5K6?refer_flag=1001030103_
细胞,#王一博这次的舞好欲#王一博就是那种一跳舞就酷帅酷帅的男生！他身上每个细胞都精彩！💚💫@UNIQ-王一博,https://weibo.com/7385228704/JrMYEy4YI?refer_flag=1001030103_
细胞,周五夜还在加班的自己，剥只螃蟹🦀️加血条…还好有火星情报局🌍周六做早餐，送早教，早早早，还是要迟到～我真的很喜欢艺术类的课，每个节日都能做点东西带回家。但是我发现我们要多上上IC……水瓶座的我们，艺术细胞可以自带么……看了部贺岁档的电影，在十月的最后一天，你们的Hallowmas🎃,https://weibo.com/2648860863/JrMYByzVW?refer_flag=1001030103_
干细胞,【大爱！#19岁医学生成功捐造血干细胞#】近日，南华大学衡阳医学院19岁女孩严露成功捐献造血干细胞，成为湖南衡阳市年龄最小捐献者，用于拯救一名患者的生命。为了捐献，她独自一人来到长沙，没有让父母陪同。“付出一点点小代价就能救人一命，挽救一个家庭，十分值得！”L大米Video的微博视频,https://weibo.com/2803301701/JqbLOzxnm?refer_flag=1001030103_
干细胞,#热血天使# 【#合肥##80后父亲捐造血干细胞救女童生命# ：被需要的感觉挺好】10月29日，杨志才在中科大附一院成功捐献造血干细胞，挽救一位在成都治疗的素不相识的9岁血液病女孩，成为合肥市第71例造血干细胞捐献者。“没想到还能为别人的生命健康尽一份力，这种被需要的感觉挺好！”O合肥80后父亲捐献造血干细胞 救助陌生9岁女童 2合肥 2合肥 收起全文d,https://weibo.com/2476121622/JrCnBa8TJ?refer_flag=1001030103_
干细胞,【#河北好人#10年生命接力！#石家庄70后男子捐髓成功# 】#燕都暖新闻# 10月28日上午，来自石家庄市的刘先生在河北省医科大学第三医院成功捐献出造血干细胞捐献悬液249毫升。他的生命种子将用于挽救一位来自河南的身患血液病的小女孩，刘先生也成为了中华骨髓库河北分库的第492例造血干细胞捐献者。据了解，10年前刘先生就已成为捐献造血干细胞志愿者，10年后他终于完成了“生命接力”。#河北身边事儿# （燕都融媒体记者杨佳薇） L燕赵都市报的微博视频 收起全文d,https://weibo.com/1738004582/JrjERym4L?refer_flag=1001030103_
干细胞,#长春爆料#美国干细胞研究发现压力让毛发变灰机制英国《自然》杂志近日发表一项干细胞研究，美国哈佛大学及哈佛干细胞研究所科学家发现，将小鼠暴露于身体或心理压力下，几天内黑色素干细胞的数量便会减少，而且体毛变灰速度加快。研究发现，压力激活了交感神经系统，诱导释放神经递质——去甲肾上腺素。去甲肾上腺素引起黑色素干细胞增殖，转变为特化细胞，最终流失，从而消除了毛发色素的一个来源。研究结果表明，阻断细胞增殖可以防止小鼠黑色素干细胞损耗和体毛变灰。（科技日报） 2长春·保利・香槟 收起全文d,https://weibo.com/5621552520/JrMOUwJpP?refer_flag=1001030103_
干细胞,【点赞！#阳江又一位志愿者捐献造血干细胞# 】造血干细胞移植可以有效挽救血液病患者的生命，是给予病人重生希望的高尚之举。30日，我市今年第二位捐献志愿者林庆通赴广州捐献造血干细胞，市红十字会和市烟草专卖局联合为他举行了简单而隆重的欢送仪式。 （阳江电视台） L阳江那些事的微博视频,https://weibo.com/6195224991/JrMLza6LI?refer_flag=1001030103_
干细胞,【生命接力！福建#女大学生捐造血干细胞救9岁白血病患者#】日前，福建泉州，22岁女生徐梅琴在福建医科大学附属协和医院成功捐献造血干细胞，为一名9岁白血病患者重燃生命之光，成为福建省第272例非亲缘关系造血干细胞捐献者。采集完成后，她表示要参加31日学校教师资格证考试。O网页链接 收起全文d,https://weibo.com/1740522895/Jrz4acjAT?refer_flag=1001030103_
干细胞,晚上聚会吃饭大家讲的一箩筐话我全忘了，就记得坐我对面比我大几个月的小姐姐（企业家）讲的，她从十年前开始每年去国外打一组干细胞180万，已经打了十年了……,https://weibo.com/1289844767/JrMzsC30X?refer_flag=1001030103_
干细胞,为提高高校师生对造血干细胞捐献知识的知晓率，广泛动员热血青年积极参与造血干细胞的捐献工作，10月13日一14日，三元区红十字会在三明学院图书馆前举办主题为“爱，通过骨髓库将生命延续；心，通过红十字燃起生命的希望”的造血干细胞捐献公益宣传活动。,https://weibo.com/2302607464/JrMtrCW0a?refer_flag=1001030103_
干细胞,能让一个废……一个没有修为的孩子达到如今的成就，那何止是宝贝啊？”“刚刚是谁说秦家没钱？如此珍贵的东西说送就送，这叫没钱？”“秦家本来就断了收入，这宝贝肯定是因为秦空有了某种《自体干细胞的手术有哪些优势？适合的人群》的奇遇才得来的……一定是这样“哎……正所谓三十年河东，三十年河西，不管怎么样秦家这次是要大翻身了！” O自体干细胞的手术有哪些优势？适合的人群 收起全文d,https://weibo.com/7153625849/JrKRom2IX?refer_flag=1001030103_
干细胞,brainnewsPNAS：突破！在视神经区域中发现了能够保存视力的干细胞【导读】在一项新的研究中，来自美国马里兰大学医学院的研究人员首次在将信号从眼睛传送到大脑的视神经区域中发现了干细胞。这一发现针对最常见形式的青光眼可能产生的原因提供了一种新的理论，并为治疗美国成年人失明的主要原因提供了潜在的新方法。相关研究结果于2020年7月27日在线发表在PNAS期刊上，论文标题为“The optic nerve lamina region is a neural progenitor cell niche”。来源：生物谷 收起全文d,https://weibo.com/5803416260/JrH4aD3RE?refer_flag=1001030103_
干细胞,张小宝的神奇小脚丫😄抽取造血干细胞拍的，出生几个月后就开始经常这样自娱自乐，还带声响的 2北京·航天中心医院 L爱吾爱行吾行的微博视频,https://weibo.com/7357717105/JrKNSEMxb?refer_flag=1001030103_
干细胞,他们奔波在播撒“生命种子”的路上 - 惠风和畅，金秋送爽。 连日来，浙江省造血干细胞捐献志愿服务队组织队员，成立省造血干细胞捐献宣讲团，在全省各地多形式开展造血干细胞捐献、无偿献血宣传志愿服务活动。@中华骨髓库 O网页链接,https://weibo.com/5597536836/JrK48wSNy?refer_flag=1001030103_
干细胞,氧化、日晒、压力和熬夜都在摧毁着你的肌肤，独家干细胞焕肤疗法根据个人皮肤状态设计焕肤方案，保湿、细胞再生、美白、抗皱去痘疤一次搞定！先别急着做整形手术、泪沟填充、日本双眼皮啦，皮肤好了颜值自然提升！私信我拿肌肤改善计划！#南昌整形##开双眼皮##自体脂肪填充##面部吸脂# 收起全文d,https://weibo.com/3754416660/JrJOO9mKD?refer_flag=1001030103_
干细胞,#造血干细胞# 本来想着去献血，但是由于近期喝中药，导致连续两次血检都不合格，很遗憾没有成功献血，不过还是捐献了检测血样，希望所有人都能够健康，永远用不到我的造血干细胞， 但如果需要，我会义不容辞！ 2天津,https://weibo.com/6029761818/JrJs5iisX?refer_flag=1001030103_
干细胞,对瑞士制造有明显敌意……从擦脸的到医疗类，全线干细胞干你妹啊,https://weibo.com/2001252745/JrJgP2pJP?refer_flag=1001030103_
干细胞,不用玩了。国行版重生细胞，主角胞哥，本名钟北山，号细胞大侠，是一个儒雅随和懂礼貌的翩翩君子。面对肆虐小岛的新冠肺炎，他联合草根乡土热衷医药的赤脚大夫收藏家，共同研制出治愈疫病的洁净干细胞，一路走南闯北，将囊中细胞悉数还给可爱的僵尸，啊不，岛民们，小岛瞬间满血复活了！随后和平演变推翻国王之手等地主阶级的统治，解放小岛，人民感激涕零，整座岛上充满了快乐的空气。 收起全文d,https://weibo.com/3184145600/JrIWC6Zx6?refer_flag=1001030103_
干细胞,随着年龄的增长，肌肤初老现象越来越明显。干燥泛红、炎症痘痘、肌肤脆弱等等。一直在用HR绿宝瓶，因为研发用了植物干细胞技术，所以对于肌肤修复、还原都有非常好的效果。空瓶之后入了升级版的#HR绿宝瓶PRO# ，无论是包装还是配方上，都更加完美～锁水快，还能加速肌肤新陈代谢。祖母绿宝石之感的瓶身超有质感，更是深得我心！有了全新绿宝瓶PRO，今年冬天再也不怕东北的干燥辣！ 收起全文d,https://weibo.com/1619984190/JrITpAXmQ?refer_flag=1001030103_
干细胞,发布了头条文章：《挽救生命 义不容辞 威海市志愿者丁亮赴济南捐献造血干细胞》 O挽救生命 义不容辞 威海市志愿者丁亮赴济南捐献造血干细胞,https://weibo.com/3877387704/JrIMtmTTR?refer_flag=1001030103_
干细胞,记录一下 这次打的丝丽532丽珠兰红 氨甲环酸 。比我打赛洛菲痛 出血量也比之前多 敷完面膜 面部的小皮丘还是没有消 玻尿酸浓度好高 太稠 下次就不加丽珠兰了 改干细胞吧,https://weibo.com/1824037323/JrIIpCkBe?refer_flag=1001030103_
干细胞,#新余有爱#我市第九例造血干细胞捐献志愿者敖翔完成捐献 L-每日新余-的微博视频,https://weibo.com/3046729851/JrHLVgf6w?refer_flag=1001030103_
干细胞,一只潘塔纳尔湿地火灾中烧伤的美洲豹正在治疗，巴西。这只成年雌性美洲豹于9月23日获救，当时四肢均被严重烧伤。医护人员在治疗中使用干细胞培植技术，从美洲豹的皮肤中分离出干细胞进行体外培养，再将含有干细胞的培养液涂抹在烧伤处，4-6天后即可长出一层新皮肤。潘塔纳尔湿地正经历60年来最严重干旱，2020年初迄今已发生1.8万起火灾，湿地至少21%生物群落被毁。摄影师：Evaristo Sa 收起全文d,https://weibo.com/2276171342/JrHFBeI2U?refer_flag=1001030103_
干细胞,【#河北沧州志愿者捐髓救治1岁娃#：只要能救孩子，这点疼痛算不了什么】#河北暖新闻#10月29日，河北石家庄，沧州市志愿者张先生在省二院完成造血干细胞的采集，他将为一名仅有1岁的血液病小患者送去生命的种子。据了解，张先生是沧州市博海爱心群的一位志愿者，加入了爱心群6年来，他的志愿服务时长达到了1245小时。在捐髓前，由于注射动员剂，张先生觉得腰疼，不容易入睡，但有妻子在身边陪伴，他觉得心里很踏实。“只要能救孩子的命，我这点疼痛算不了什么。”张先生说：“孩子的命就在我的一念之间，我必须坚定，不能有一丝一毫的动摇。”为他点赞（燕赵都市报）[编辑|王伟] 收起全文d,https://weibo.com/1623340585/JrB2kzf94?refer_flag=1001030103_
调控,【比起韩国白菜价，我更关心那里的房价】韩国的白菜的超级白菜价是和我们毫无关系的，我们最需要了解的，也是最需要借鉴的是韩国的房价。近两年来宏观调控的影响，我们一线城市的房价暂时压制住了，至少没有出现2017年前的大涨，可在韩国，尤其是首尔地区房价却一波波地上涨，据韩媒报道，近4年间，韩国首尔的公寓交易价格上涨了58%，单套平均成交价近500万元人民币。涨幅最多的是城东区，公寓价格暴涨了85%。在韩国，几年间一套房子涨了二三百万的情况比比皆是。 O比起韩国白菜价，我更关心那里的房价 收起全文d,https://weibo.com/1191965271/JqpbQpXnJ?refer_flag=1001030103_
调控,【调控新政！#无锡提高二套房公积金贷款利率#】今天，长三角又一城市出台调控新政：无锡职工家庭第二套自住住房公积金个人住房贷款利率，按照同期首套住房公积金个人住房贷款利率的1.1倍执行。对你的影响大吗？目前你有几套房？#江苏楼市新政# 目前你有几套房？,https://weibo.com/2259661342/Jpi4vz4Pi?refer_flag=1001030103_
调控,越是调控，越是限购，表面上看对穷人有利，实际上有益于富人。一套不满5的600万物业出售，穷人以成交价过户，税费过半百，而资金实力雄厚的富人，以国土局最低评估价过户，税费不到100的四分之一。穷人胆子小，被名额困住，无法自拔，富人通过花钱搞定“处女”从而获取名额，从容突破限购，不停的买入。穷人认筹金有限，即使有名额干瞪眼，富人梭哈，认几个筹，命中率远远大于孤注一掷。有人说，不是限价，调控，穷人无法打新，打新是什么？百里挑一，本质上是一种赌博活动，中奖者有穷人，也有“装穷的人”。 收起全文d,https://weibo.com/2118538160/JrJRRCesL?refer_flag=1001030103_
调控,一个普普通通的周六，跟大家说说最近的生活吧。/负能量警告不是读了研就一帆风顺的，反而会遇到更大更多的挑战。因为他人的失误/因为自己实力的不足/情绪的调控但这也不会把我打倒，反而会让我更加更加更加努力！你们也好好加油，千万不能放弃不能否定自己喔，就算别人否定你，你也不能否定你自己。嘿，我还是你们的光✨ 收起全文d,https://weibo.com/2566760831/JrM0kf4Um?refer_flag=1001030103_
调控,《金融委周末重磅发声！全面实行股票发行注册制，建立常态化退市机制》———这次真的是重磅：建设现代中央银行制度，完善货币供应调控机制，健全市场化利率形成和传导机制增强资本市场枢纽功能，全面实行股票发行注册制，建立常态化退市机制，提高直接融资比重完善现代金融监管体系，加强制度建设，提高金融监管透明度和法治化水平，完善存款保险制度坚决整治各种金融乱象，对各类违法违规行为“零容忍”…O金融委周末重磅发声！全面实行股票发行注册制，建立常态化退市机制 收起全文d,https://weibo.com/1913322731/JrN1Jc1BC?refer_flag=1001030103_
调控,砖家叫吠，何必当真！全球第一，孜孜不倦追求支柱产业～房？酒？呵呵，卖地拆迁一条龙，引发多少血案？调控中，高山仰止；政策里，虚无缥缈！房奴，光荣？想起泛亚钱💰旺等3.2亿，曾红花骄傲，天降镰刀，顿悟，缘来韭！@大漠-鱼@北京晚报@迟夙生律师#教师资格证作文# 查看图片 //,https://weibo.com/6406070722/JrMWxBE9y?refer_flag=1001030103_
调控,做ppt的一天..脑袋被书本📖和💻支配早上迷迷糊糊赖赖唧唧在学校公共浴室扇完了爸爸昨晚罚的20个耳光🙄虽然知道视频一定很丑....然后就开始做ppt，做ppt和室友一起去运动校园打卡✅和瑜伽打卡✅#今日贴纸打卡#今天感慨调控情绪的能力棒了很多嗷晚上还吃了好多好多美味的东西今天那么累当然要犒劳自己啦ps：最近好怂，好容易被主人吓哭啊我的碎碎念 收起全文d,https://weibo.com/6543895172/JrMPT7sUM?refer_flag=1001030103_
调控,共享单车确实在很大程度上解决了城市中最后一公里的问题，但是如果缺失了有效的调控管理，那就变成了城市的毒瘤 2太原,https://weibo.com/1654470851/JrMOz3adK?refer_flag=1001030103_
调控,做好金融改革开放各项工作建设现代中央银行制度，完善货币供应调控机制，健全市场化利率形成和传导机制。构建金融有效支持实体经济的体制机制，提升金融科技水平，增强金融普惠性。深化国有商业银行改革，支持中小银行和农村信用社持续健康发展，改革优化政策性金融。增强资本市场枢纽功能，全面实行股票发行注册制，建立常态化退市机制，提高直接融资比重。推进金融双向开放。完善现代金融监管体系，加强制度建设，提高金融监管透明度和法治化水平，完善存款保险制度。坚决整治各种金融乱象，对各类违法违规行为“零容忍”。积极稳妥防范化解金融风险，坚决维护金融稳定，牢牢守住不发生系统性金融风险的底线。 收起全文d,https://weibo.com/1102746610/JrMBA6NX0?refer_flag=1001030103_
调控,brainnews《科学》重磅！利用人类组织筛选新技术发现大脑尺寸调控基因【导读】奥地利科学院Jürgen A. Knoblich研究团队利用人类组织筛选新技术鉴定出一个ER分泌调控因子参与大脑尺寸决定。相关论文于2020年10月29日在线发表在《科学》杂志上。来源：小柯生命,https://weibo.com/5803416260/JrMAldIFA?refer_flag=1001030103_
调控,#医学视频科普# 医学双语科普：2分钟神经科学——脑深层刺激手术 视频翻译by@Komorebi-嘟脑深部电刺激术(deep brain stimulation,DBS)作为一种神经调控技术，通过在特定靶点植入电极，给予适当电刺激，调节脑组织功能活动，能有效地控制癫痫发作。（本视频仅为科普，不作为治疗建议） L医视频的微博视频 收起全文d,https://weibo.com/5889831705/JrIGqkN8q?refer_flag=1001030103_
调控,依照客观规律，如果只有绝对公正的市场规则，而没有相应的调控与平衡机制的话，自由竞争的必然后果就是财富的集中与垄断。而在一切垄断者看来，垄断就是最公正的制度，是自由与正义原则运行的必然后果——《洛克菲勒留给儿子的38封信》,https://weibo.com/1240599833/JrMs6Efun?refer_flag=1001030103_
调控,#微博打卡王##hi十月#健康#健康# 视力康复中心的晓晓说👇去年给孩子按摩以后，视力不稳定但加上眼罩以后，视力稳定调控可以到5.0[强][强] 2慈溪市 L阳光哥aw1的微博视频,https://weibo.com/7340547498/JrMoxm79M?refer_flag=1001030103_
调控,【金融委：全面实行股票发行注册制，建立常态化退市机制】31日，国务院金融稳定发展委员会召开专题会议，传达学习党的十九届五中全会精神，研究部署金融系统贯彻落实工作。会议强调，要按照五中全会做出的战略部署，扎实做好金融改革开放各项工作。建设现代中央银行制度，完善货币供应调控机制，健全市场化利率形成和传导机制。构建金融有效支持实体经济的体制机制，提升金融科技水平，增强金融普惠性。深化国有商业银行改革，支持中小银行和农村信用社持续健康发展，改革优化政策性金融。增强资本市场枢纽功能，全面实行股票发行注册制，建立常态化退市机制，提高直接融资比重。推进金融双向开放。完善现代金融监管体系，加强制度建设，提高金融监管透明度和法治化水平，完善存款保险制度。坚决整治各种金融乱象，对各类违法违规行为“零容忍”。积极稳妥防范化解金融风险，坚决维护金融稳定，牢牢守住不发生系统性金融风险的底线。 #美商务部TikTok技术交易禁令暂缓执行# O网页链接 收起全文d,https://weibo.com/2660807713/JrMd5vgPH?refer_flag=1001030103_
调控,有下跌的可能性，应该不止说是可能性了，国家经济要健康发展那么房价是一定会跌的，但是绝对不会暴跌，因为暴跌对经济破坏特别大。如果房价暴跌只有一个可能，就是我国政府失去了宏观调控力，这种可能性可以忽略了。所以我建议你还是直接买了，不存在暴跌的可能性，那么想要降到非常低的价格恐怕要十几年或者几十年，短期内就是三五年内不可能实现，你还是要住房的，拖一年两年再买房价格基本变的不多，省下的钱可能不够物价上升的，除非你拖上十年左右不买房，不然就现在买了。毕竟你得有个地方住。 O中国的房价还有可能会降吗？ 收起全文d,https://weibo.com/2765097237/JrM6CdA6S?refer_flag=1001030103_
调控,复盘#宏观调控目标经济增长 增加就业 稳定物价 收支平衡摩擦 结构性（技不适岗） 周期性 季节性失业手段经济（财政 货币）法律 （立法、执行）行政 强制性cpi消费者物价指数 通货膨胀 3%基尼系数 收入分配恩格尔系数 生活水平高低,https://weibo.com/5894608521/JrM14lTsk?refer_flag=1001030103_
调控,今天去看了一个特别可爱的展，虽然场地不大，但是里面都是特别精致的模型做的微观世界，场景有雪山小镇到海港工业城市，人物动态也是栩栩如生，场景特别写实，里面还设置了的灯光调控，可以看到城市从白天到黑夜的过程，不同场景还有特定的音乐和声音，小火车来回穿梭不同城市之间，别说是小朋友了，我也看的很入迷，又是一个带娃亲子乐的场所，推荐你们去大梦微城看看 收起全文d,https://weibo.com/1735187773/JrLIfrX0D?refer_flag=1001030103_
调控,【福晟卖身自救失败，债券回售压力待考 钜派、东兴等机构踩“坑”】在近几年楼市的精准调控下，暴利的房企正面临资金收紧压力，不少房企也因此出现了巨额债务违约情况，福晟集团就是其中之一，因其即将进入回售的18福晟02/03大概率走向违约，这让钜派、东兴证券、光大信托等涉及其中的多家机构因此踩“坑”。 O福晟卖身自救失败，债券回售压力待考 钜派、东兴等机构踩“坑” 收起全文d,https://weibo.com/1648948823/JrLDWg9FN?refer_flag=1001030103_
调控,迅速放宽房地产调控是解决房产导致的社会矛盾的唯一道路。,https://weibo.com/1243477063/JrLaOw0pD?refer_flag=1001030103_
调控,#北大科研#【基因表达规律新发现！北大生命科学学院陆剑课题组揭示#uORF和microRNA在基因表达调控中的共同作用#】近日，北京大学生命科学学院陆剑研究员课题组在Science Bulletin上发表了论文，以果蝇为系统，解析uORF和microRNA如何通过组合使用在转录后和翻译水平上调控mRNA的功能和命运。这一工作揭示了从转录后和翻译水平上调控mRNA命运和功能的不同途径之间存在紧密关联，为深入阐释基因表达的规律提供了新的见解。同时，该研究还表明mRNA的翻译和降解过程密不可分，uORF和其他调控因子如何通过影响翻译来调控mRNA的降解还有待进一步的研究。O网页链接 收起全文d,https://weibo.com/3237705130/JrIHg80iC?refer_flag=1001030103_
调控,#杭州楼市#杭州即将发布年内第三次楼市调控补丁，各种版本不绝于耳，扭扭捏捏还要出第三次说明什么？前两次都无关痛痒 并不想实质打压楼市 压力太大只能再出。可老百姓炒房热情太高了 一点都不理解zf良苦用心 不懂闷声发大财 明明可以靠实力 非要走歪门邪道 这样下去只会火上浇油 逼着出个自宫的政策就不嗨了#杭州##楼市调控#房产 收起全文d,https://weibo.com/6221363654/JrKXphS1I?refer_flag=1001030103_
分化,【白酒业绩分化 五粮液营收增速超茅台】白酒市场遭疫情重挫，三季度头部品牌全面恢复。前三季度，所有上市酒企总营收1909.92亿元，同比增长5.1%；仅茅台、五粮液和山西汾酒前三个季度均实现营收、净利润双增。茅台营收稳居首位，达672.15亿元，超其他上市公司营收相加总和的1/2 O白酒业绩分化 五粮液营收增速超茅台,https://weibo.com/1663937380/JrMhE5kww?refer_flag=1001030103_
分化,什么叫高位筹码松动？就是指数出现盘中剧烈直上直下，明显有人出货。另外板块内部分化剧烈，个别股出现轮动暴力跳水。不用查数据盘中就可以看的出是主力出货，不断拉高不断出货，这阶段就叫派发。下图就是典型，每当指数接近顶部，出现派发现象就是意味着风险临近。怎么选择前面都交代了。这是补技术教学，下面没了。段子可以有，技术教学我都淘差不多了。 收起全文d,https://weibo.com/3612749480/JrzGb7rY8?refer_flag=1001030103_
分化,发布了头条文章：《低吸富一生》 财经每日必读 #上证快讯# 周四新能源汽车板块最强，转债严重分化（出现明显亏钱效应），食品饮料+军工+公告（业绩）+次新+网红经济+疫情防护（医药+疫苗）+光伏+华为科技（5G+半导体芯片/光刻胶）等有局部轮动；主板放量上涨（预设明日冲高回落调整，观察成交量能否有效放大），强势股接力的亏钱效应放大；明日哈尔转债，正元转债，蓝盾转债，万里转债，优德精密，巴比食品，智慧农业，新余国科，硕世生物，康希诺，中芯国际，财富趋势等作为情绪标杆观察，空间板高度上升到3连板，连板增加但首板数量下降，预设强势股接力情绪会反复，明日强势股接力赚钱效应大概率会维持或者下降，两市成交量上升到约7802亿（重点关注成交量能否有效放大，持续缩量锁仓资金的意愿会降低），短期弱势震荡行情特征明显（大概率会维持在3200-3350窄幅区间震荡整理），明日预设继续冲高回落调整，重点关注成交量能否继续有效放大（量能如萎缩锁仓资金意愿会降低），注意走势不及预期的标的及时止盈,赚钱落袋为安永远都是对的，手中持仓做T或者选择多头排列的品种顺势而为或潜伏绩优（业绩预增）低位等轮动反抽都是不错选项；完成汰弱留强后重点关注逆市人气品种和最强板块（相关转债日内T+0依旧是投机最优选项），高位高价小盘转债亏钱效应明显，但后市依旧会反复，日内套利为宜（高溢价高位不留隔夜单），注意见好就收；当然，最优策略是持仓高抛低吸T+0增厚利润，降低成本，耐心等回踩企稳后分批逢低潜伏底部放量的（科创板+创业板）等轮动补涨，低吸富一生。 O低吸富一生 收起全文d,https://weibo.com/2812319402/JrrAIBJd6?refer_flag=1001030103_
分化,卡萨帝冰箱到底怎么样啊怎么评价两极分化令人惆怅,https://weibo.com/1600926923/JrN4TCCrV?refer_flag=1001030103_
